,Iteration,Fitness,Time,State,pop_size,mutation_prob,max_iters,Population Size,Mutation Rate
146,4,826.5656968771121,0.4533864369999492,[ 3 16 21 12 15 14  8  9 10 11 17 18 20  0  2 19  1  5 13  4  6  7],500,0.6,2048,500,0.6
147,8,797.4749749080742,0.8579798150000215,[ 5 20  9  0  1 21 12 11 13  4  6  7 15  3 17 19  8 18  2 10 16 14],500,0.6,2048,500,0.6
148,16,680.1173091869643,1.6896010819999674,[ 9  0 14  5  8  2 18 17 13  1 19  4 10 11  7  6  3 16 21 20 15 12],500,0.6,2048,500,0.6
149,32,628.4368088455184,3.3381192360000114,[ 4 10  6  3 16 21 11  7  0 15 12 14  8  9 20  5 18  2  1 19 17 13],500,0.6,2048,500,0.6
150,64,559.6665776919211,6.662453263999964,[ 3 16 21 12 15 14 20  5  9  0  6 11 13  4 10  7  1 19 18  8  2 17],500,0.6,2048,500,0.6
151,128,492.40520987609887,13.433135643000014,[ 4 13 11  6 10  3 16 21  7  0 12 15 20 14  5  9  8 18  2 19  1 17],500,0.6,2048,500,0.6
152,256,463.8312004800929,26.314192691000017,[10  4 13 11  6 21 16  3  7  0 12 15 20 14  5  9  8 18  2 19  1 17],500,0.6,2048,500,0.6
153,512,452.2762247833733,51.06509226100002,[ 1 13  4 10 11  6 21 16  3  7 17  0 12 15 20 14  5  9  8 18  2 19],500,0.6,2048,500,0.6
154,1024,451.8889265597605,101.92484378300003,[ 2 19  1 13  4 10 11  6 21 16  3  7 17  0 12 15  9  5 20 14  8 18],500,0.6,2048,500,0.6
155,2048,451.8889265597605,191.98177051200003,[ 2 19  1 13  4 10 11  6 21 16  3  7 17  0 12 15  9  5 20 14  8 18],500,0.6,2048,500,0.6
156,0,1211.1046030266018,0.028466441000091436,[ 1  5  2 21 19 12 11  0 20  6 18 16 13 10 17  9  8 14  7  3  4 15],500,0.8,2048,500,0.8
157,2,833.3096442340686,0.20820991100003994,[11 19 14 20  5  7 17 12 13  3 10  6 16  9  0 15 21  1 18  8  2  4],500,0.8,2048,500,0.8
158,4,760.0287176578494,0.38815452000017103,[16 20  9 15  7 12 10 13 21  3  0  5  8 18  2  1 19 17 14  6 11  4],500,0.8,2048,500,0.8
159,8,760.0287176578494,0.7398067770000125,[16 20  9 15  7 12 10 13 21  3  0  5  8 18  2  1 19 17 14  6 11  4],500,0.8,2048,500,0.8
160,16,718.576546552886,1.4340489390001494,[ 2 18  8  9 20 21 12  0 14  5 15  7 17 19  1  3 13 11 10  4 16  6],500,0.8,2048,500,0.8
161,32,600.1928867017559,2.8268429040001593,[ 2 18  8  9 20  5  3 13  4  6 10 11 21 16  7  0 15 12 14 17  1 19],500,0.8,2048,500,0.8
162,64,573.0608815315227,5.595970708000095,[ 9  0 15  7 12 10 13  4 16 21  6 11  3  1 17 19  2 18  8 14 20  5],500,0.8,2048,500,0.8
163,128,494.8356610955065,11.149232157000142,[ 9 15 12  0  7 10 13  4 16 21  6 11  3 17  1 19  2 18  8 14 20  5],500,0.8,2048,500,0.8
164,256,494.2480639598021,22.563658724000106,[ 9 15 12  0  7 10 13  4  3 16 21  6 11 17  1 19  2 18  8 14 20  5],500,0.8,2048,500,0.8
165,512,489.406919947741,45.604087844000105,[20  5  9 15 12  0  7 17 13  4 10  3 16 21  6 11  1 19  2 18  8 14],500,0.8,2048,500,0.8
166,1024,489.406919947741,89.19472042300004,[20  5  9 15 12  0  7 17 13  4 10  3 16 21  6 11  1 19  2 18  8 14],500,0.8,2048,500,0.8
167,2048,489.406919947741,121.48334848800005,[20  5  9 15 12  0  7 17 13  4 10  3 16 21  6 11  1 19  2 18  8 14],500,0.8,2048,500,0.8
